generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,bottomAntagonist,bottomProtagonist,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistAge,topProtagonistAge,topAntagonistEquation,topProtagonistEquation,spec,runNumber
1,-0.6935899771001146,0.015345560848078392,0.391356369771258,0.1758556456091468,0.391356369771258,0.1758556456091468,StrategyAddMultX,StrategyReplaceBranch,1,1,((((x)*((x)*(x)))*(x))*(((x)*(8))*(x))),((((5)*(x))-((0)+(2)))+(((2)+(1))*((x)*(x)))),5*x*x*x,1
2,-0.4004417870431909,0.016513408635993928,0.5306213786785526,0.1793211327915674,0.5306213786785526,0.1793211327915674,StrategyAddToLeaf,StrategyReplaceBranch,2,2,((((x)*((x)*((x)-((x)*(x)))))*(x))*((x)*(x))),((((6)*(4))*((7)*(x)))*((x)+((x)*(5)))),5*x*x*x,1
3,-0.09352783240665119,0.03815808711192072,0.5870782731184495,0.15874406825923598,0.5870782731184495,0.15874406825923598,StrategyAddToLeaf,StrategyReplaceBranch,3,3,((((x)*((x)*(x)))*(x))*(((x)*(9))*((x)+((x)*(5))))),((3)*((0)*(1))),5*x*x*x,1
4,0.0764664649639632,0.0654170333500203,0.5869384611430303,0.16797455038321674,0.5869384611430303,0.16797455038321674,StrategyAddTreeWithSub,StrategyReplaceBranch,4,4,((((9)-((x)*((x)*(x))))*((x)*((x)+(9))))*((x)*(x))),((7)-(4)),5*x*x*x,1
5,0.2925345533495629,0.08514809518109479,0.682770609104179,0.16699676528405152,0.682770609104179,0.16699676528405152,StrategyAddSubX,StrategyAddTreeWithSub,5,5,((((x)*(x))*(x))*((x)*((x)*((x)+((x)+((x)-(2))))))),((6)*((0)-(2))),5*x*x*x,1
6,0.4107535908578861,0.11635215805052708,0.7331302346398274,0.17081674774898517,0.7331302346398274,0.17081674774898517,StrategyAddAddX,StrategyMutateTerminal,6,6,((((x)*((x)+(x)))*(((x)*((x)*(x)))+(2)))*((x)*(x))),((x)*(6)),5*x*x*x,1
7,0.49654451560232443,0.128162453351187,0.823077634203107,0.17374119289399995,0.823077634203107,0.17374119289399995,StrategyAddMultX,StrategyMutateTerminal,7,7,((((x)*(x))*((x)*(((x)*(7))+(x))))*((x)*((x)*(x)))),((((3)+(8))-((0)*(3)))*((x)+(1))),5*x*x*x,1
8,0.5417948472824446,0.1363405715628791,0.7532982234048773,0.17552269455119954,0.7532982234048773,0.17552269455119954,StrategyAddAddX,StrategyReplaceBranch,8,8,((((x)*(x))*(x))*(((x)*(x))*(((x)*(8))+((x)+(1))))),(((7)*(7))*((2)*(3))),5*x*x*x,1
9,0.5669465266165263,0.14688549681242682,0.7781938161675871,0.17569100820552827,0.7781938161675871,0.17569100820552827,StrategyAddToLeaf,StrategyReplaceBranch,9,9,((((x)*((x)*((x)*(9))))*(x))*((x)*((x)+((x)*(7))))),(((2)-(1))*((8)+(7))),5*x*x*x,1
10,0.5906696588199868,0.1464184009131468,0.7998855413096899,0.17313859601598763,0.7998855413096899,0.17313859601598763,StrategyAddMultX,StrategyReplaceBranch,10,10,(((((x)+(x))+(x))*(x))*((x)*((x)*(((x)*(6))*(x))))),((5)+(0)),5*x*x*x,1
