A,P,AFinal,PFinal,AGen,PGen,count,run
AddTreeWithAdd,MultXD,AddTreeWithAdd,MultXD,0,0,0,0
DeleteTerminalR,AddXD,AddToLeafR,AddXD,0,0,1,0
AddToLeafR,SkipD,AddToLeafR,SkipD,0,0,2,0
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,3,0
AddRandomSubTreeR,SkipD,AddRandomSubTreeR,SkipD,0,0,4,0
AddToLeafR,SubXD,AddToLeafR,SubXD,0,0,5,0
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,6,0
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,7,0
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,8,0
AddToLeafR,AddTreeWithDiv,AddToLeafR,AddTreeWithDiv,0,0,9,0
AddToLeafR,AddXD,AddTreeWithAdd,AddXD,0,0,10,0
AddToLeafR,SubXD,AddToLeafR,SubXD,0,0,11,0
AddToLeafR,DivXD,AddToLeafR,DivXD,0,0,12,0
AddToLeafR,FellTreeD,AddToLeafR,FellTreeD,0,0,13,0
AddToLeafR,AddXD,AddToLeafR,AddXD,0,0,14,0
